taxon_id	tags	kingdom	phylum	class	order	family	genus	scientific_name	tolid_prefix	chromosome_number	haploid_number	ploidy	c_value	genome_size	common_name	synonym
220156	bge erga_long	Metazoa	Arthropoda	Insecta	Coleoptera	Carabidae	Carabus	Carabus baronii	icCarBaro	28	14	2	0.28	273840000		
